CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyOfPurchases,Age_Group
1745,51,Male,T-Shirt,Sports,205.33,Houston,M,White,Winter,3,Yes,Express,No,Yes,7,Cash,Monthly,50s
1746,63,Female,T-Shirt,Accessories,68.62,Houston,XL,White,Spring,2,Yes,Standard,Yes,Yes,7,UPI,Fortnightly,60+
1747,51,Male,Football,Accessories,214.19,Chicago,XL,White,Winter,3,Yes,Standard,Yes,No,13,UPI,Weekly,50s
1748,46,Female,Football,Accessories,45.65,Chicago,S,White,Fall,3,No,Express,No,No,1,Cash,Fortnightly,40s
1749,21,Male,Laptop,Electronics,58.4,Chicago,M,Black,Spring,3,No,Express,No,Yes,5,Debit Card,Fortnightly,20s
1750,34,Male,Football,Clothing,213.8,Chicago,XL,Blue,Spring,4,No,Standard,No,Yes,10,PayPal,Weekly,30s
1751,52,Female,Bag,Clothing,159.64,New York,M,Red,Fall,2,Yes,Express,No,No,7,Cash,Weekly,50s
1752,30,Female,Shoes,Clothing,463.52,New York,M,Black,Winter,4,Yes,Standard,Yes,Yes,9,PayPal,Monthly,30s
1753,58,Male,T-Shirt,Clothing,194.1,Miami,L,Red,Spring,2,Yes,Standard,No,Yes,12,Cash,Weekly,50s
1754,56,Female,T-Shirt,Clothing,381.35,New York,L,Red,Fall,4,Yes,Express,No,No,7,Credit Card,Weekly,50s
1755,32,Female,Bag,Home Decor,269.82,New York,S,Green,Fall,4,Yes,Express,No,Yes,11,Debit Card,Monthly,30s
1756,46,Female,Curtains,Accessories,355,Chicago,XL,Blue,Summer,4,Yes,Express,Yes,Yes,13,Debit Card,Monthly,40s
1757,46,Male,Bag,Home Decor,137.46,Chicago,S,Black,Winter,5,Yes,Express,Yes,No,14,Cash,Weekly,40s
1758,28,Female,Bag,Electronics,471.53,Houston,S,Blue,Winter,4,Yes,Express,Yes,No,13,Debit Card,Monthly,20s
1759,49,Female,Football,Sports,269.74,Chicago,M,White,Fall,3,Yes,Express,Yes,No,6,PayPal,Monthly,40s
1760,19,Female,Phone,Accessories,417.35,Houston,M,Blue,Spring,1,Yes,Express,Yes,No,2,Debit Card,Monthly,below 20
1761,64,Male,Phone,Electronics,188.87,Houston,M,Red,Summer,4,Yes,Express,No,Yes,12,Debit Card,Fortnightly,60+
1762,31,Female,Bag,Home Decor,59.1,New York,S,White,Summer,1,No,Express,Yes,Yes,13,Debit Card,Monthly,30s
1763,37,Male,Football,Sports,340.12,Chicago,XL,Blue,Spring,1,No,Express,No,No,14,UPI,Fortnightly,30s
1764,39,Female,Shoes,Electronics,13.8,New York,S,Blue,Summer,3,No,Standard,No,No,11,Cash,Weekly,30s
1765,28,Male,Phone,Sports,242.89,Chicago,S,Red,Spring,1,No,Express,No,No,13,Credit Card,Fortnightly,20s
1766,44,Female,Curtains,Electronics,104.47,New York,S,White,Summer,1,Yes,Express,Yes,Yes,10,Credit Card,Fortnightly,40s
1767,20,Female,Watch,Home Decor,317.41,New York,L,Red,Spring,1,No,Express,Yes,Yes,3,UPI,Fortnightly,20s
1768,34,Male,Football,Sports,489.92,New York,L,Blue,Fall,2,No,Standard,Yes,Yes,0,UPI,Fortnightly,30s
1769,61,Male,Bag,Electronics,237.56,Miami,XL,Black,Fall,4,No,Express,No,No,8,Credit Card,Fortnightly,60+
1770,45,Male,Shoes,Home Decor,410.57,New York,L,Black,Summer,4,No,Express,No,No,13,PayPal,Fortnightly,40s
1771,46,Female,Shoes,Accessories,258.81,Los Angeles,S,Green,Summer,1,No,Express,Yes,Yes,9,Credit Card,Weekly,40s
1772,38,Female,Laptop,Home Decor,252.96,Los Angeles,L,Black,Fall,3,Yes,Express,Yes,Yes,9,Credit Card,Weekly,30s
1773,64,Female,Shoes,Home Decor,465.91,Los Angeles,L,White,Winter,2,No,Express,Yes,No,1,Cash,Weekly,60+
1774,33,Female,Phone,Accessories,446.08,Houston,S,Green,Spring,3,No,Standard,No,No,9,Credit Card,Fortnightly,30s
1775,54,Male,Bag,Home Decor,395.04,New York,XL,White,Winter,3,Yes,Express,No,No,6,Credit Card,Monthly,50s
1776,37,Female,Watch,Accessories,155.17,Los Angeles,L,Black,Summer,1,No,Express,Yes,No,7,Debit Card,Fortnightly,30s
1777,23,Female,Phone,Accessories,277.05,Houston,S,Black,Fall,5,Yes,Standard,No,No,13,UPI,Weekly,20s
1778,36,Female,Football,Accessories,119.71,Los Angeles,S,Blue,Summer,1,Yes,Standard,No,No,3,Credit Card,Fortnightly,30s
1779,22,Female,Watch,Electronics,227.52,Chicago,S,White,Winter,5,Yes,Standard,Yes,No,10,Credit Card,Weekly,20s
1780,20,Female,Football,Sports,247.26,Miami,M,Red,Fall,2,Yes,Express,No,No,10,PayPal,Monthly,20s
1781,18,Female,Shoes,Electronics,417.5,New York,S,Blue,Fall,5,No,Express,No,Yes,14,Credit Card,Monthly,below 20
1782,55,Female,Curtains,Accessories,449.05,Miami,L,White,Fall,1,No,Standard,No,Yes,9,Cash,Weekly,50s
1783,32,Male,T-Shirt,Sports,213.16,Miami,L,Green,Spring,1,Yes,Express,Yes,Yes,0,PayPal,Weekly,30s
1784,51,Female,Watch,Sports,18.68,Chicago,S,White,Summer,3,No,Express,No,No,4,Credit Card,Fortnightly,50s
1785,52,Female,Bag,Accessories,432.27,Chicago,M,Green,Winter,1,Yes,Express,No,Yes,9,Cash,Fortnightly,50s
1786,42,Female,Laptop,Sports,95.4,Chicago,M,Green,Spring,1,No,Express,Yes,Yes,9,UPI,Fortnightly,40s
1787,41,Female,T-Shirt,Sports,314.72,Houston,M,Black,Winter,4,No,Express,Yes,Yes,5,Credit Card,Monthly,40s
1788,29,Male,Shoes,Electronics,22.24,Los Angeles,L,Red,Spring,4,Yes,Standard,No,No,6,UPI,Monthly,20s
1789,35,Male,Shoes,Sports,205.76,New York,M,White,Fall,3,No,Standard,No,No,0,Credit Card,Monthly,30s
1790,32,Male,Bag,Accessories,493.12,Chicago,XL,Red,Spring,5,Yes,Standard,No,No,12,PayPal,Fortnightly,30s
1791,61,Male,T-Shirt,Clothing,59.34,New York,XL,Green,Summer,5,Yes,Express,Yes,Yes,3,PayPal,Weekly,60+
1792,33,Male,Laptop,Clothing,217.61,New York,M,Black,Summer,4,No,Standard,Yes,Yes,11,Cash,Weekly,30s
1793,44,Male,Watch,Clothing,160.5,New York,XL,Red,Winter,2,No,Express,No,No,4,Debit Card,Fortnightly,40s
1794,25,Female,Watch,Accessories,453.49,Chicago,S,Blue,Fall,4,Yes,Standard,Yes,Yes,4,Cash,Fortnightly,20s
1795,63,Male,T-Shirt,Clothing,435.98,Chicago,M,Green,Fall,2,Yes,Standard,Yes,Yes,6,Credit Card,Weekly,60+
1796,42,Male,Football,Electronics,126.47,Los Angeles,M,Blue,Winter,5,No,Standard,Yes,No,3,UPI,Weekly,40s
1797,34,Female,Phone,Accessories,49.78,Chicago,M,Red,Summer,4,No,Standard,Yes,No,9,UPI,Monthly,30s
1798,46,Male,Curtains,Accessories,317.3,Chicago,S,Red,Summer,1,No,Express,Yes,No,6,Credit Card,Fortnightly,40s
1799,25,Female,Football,Accessories,174.82,New York,S,Red,Winter,2,No,Standard,Yes,No,7,Debit Card,Monthly,20s
1800,32,Female,Watch,Sports,339.32,Los Angeles,M,White,Fall,2,Yes,Standard,No,No,1,Debit Card,Monthly,30s
1801,44,Male,Phone,Sports,25.74,Miami,L,Green,Winter,2,No,Standard,No,No,13,Debit Card,Weekly,40s
1802,63,Female,Curtains,Sports,75.37,Chicago,L,Green,Winter,5,No,Express,No,No,0,Credit Card,Fortnightly,60+
1803,24,Male,Curtains,Home Decor,346.32,Chicago,XL,Green,Spring,3,Yes,Standard,Yes,No,12,PayPal,Weekly,20s
1804,20,Male,Curtains,Electronics,114.06,Miami,S,White,Winter,1,No,Standard,No,No,9,PayPal,Monthly,20s
1805,46,Female,Shoes,Accessories,430.22,New York,XL,Red,Summer,4,Yes,Standard,No,No,9,Credit Card,Fortnightly,40s
1806,61,Female,Bag,Accessories,38.71,Los Angeles,XL,Red,Winter,2,Yes,Standard,Yes,No,0,PayPal,Monthly,60+
1807,41,Male,Curtains,Sports,115.59,New York,M,Blue,Fall,5,No,Standard,No,No,12,Debit Card,Monthly,40s
1808,20,Female,Laptop,Accessories,499.29,Houston,L,White,Fall,2,No,Express,No,Yes,0,PayPal,Weekly,20s
1809,37,Female,T-Shirt,Accessories,222.21,Chicago,XL,Black,Summer,4,Yes,Standard,No,No,8,Credit Card,Fortnightly,30s
1810,63,Male,Watch,Clothing,354.45,Houston,M,White,Fall,1,Yes,Express,No,Yes,3,PayPal,Fortnightly,60+
1811,32,Male,Laptop,Accessories,99.5,Chicago,S,Blue,Winter,2,No,Express,Yes,Yes,8,PayPal,Fortnightly,30s
1812,42,Female,T-Shirt,Home Decor,308.84,Houston,XL,Blue,Summer,5,Yes,Standard,No,Yes,6,PayPal,Fortnightly,40s
1813,47,Male,Football,Sports,365.79,Miami,L,Blue,Fall,5,Yes,Standard,Yes,No,14,PayPal,Monthly,40s
1814,31,Male,Bag,Electronics,164.09,Chicago,S,Red,Winter,3,Yes,Express,Yes,No,6,Credit Card,Weekly,30s
1815,24,Male,Football,Electronics,416.16,Chicago,M,Black,Fall,5,Yes,Standard,No,No,12,Cash,Fortnightly,20s
1816,34,Male,T-Shirt,Clothing,305.67,Houston,S,Blue,Spring,3,Yes,Standard,Yes,No,1,PayPal,Monthly,30s
1817,61,Male,Laptop,Electronics,200.67,Los Angeles,XL,Green,Fall,1,Yes,Express,Yes,Yes,1,Cash,Weekly,60+
1818,37,Male,T-Shirt,Electronics,283.24,Houston,S,Red,Summer,4,Yes,Standard,Yes,Yes,11,Credit Card,Weekly,30s
1819,53,Male,Curtains,Sports,292.61,Chicago,S,Black,Winter,3,No,Express,Yes,No,4,UPI,Weekly,50s
1820,26,Female,Shoes,Sports,91.11,Chicago,S,Green,Winter,2,Yes,Express,No,No,14,Cash,Fortnightly,20s
1821,55,Male,Watch,Home Decor,207.34,Los Angeles,L,Black,Summer,2,No,Standard,No,No,9,Credit Card,Monthly,50s
1822,39,Female,Football,Clothing,178.28,New York,XL,Black,Spring,4,Yes,Standard,Yes,No,0,UPI,Weekly,30s
1823,19,Female,Watch,Electronics,206.44,Los Angeles,M,Green,Winter,5,No,Express,Yes,Yes,6,PayPal,Weekly,below 20
1824,41,Female,Shoes,Home Decor,382.94,New York,L,White,Summer,2,Yes,Express,Yes,No,14,Credit Card,Weekly,40s
1825,25,Male,Curtains,Clothing,246.44,Chicago,XL,Black,Fall,3,No,Standard,Yes,Yes,10,Debit Card,Monthly,20s
1826,28,Male,Curtains,Electronics,470.75,Miami,M,White,Spring,4,No,Express,No,No,6,UPI,Monthly,20s
1827,30,Female,Football,Electronics,153.9,Miami,M,Black,Summer,2,No,Express,Yes,No,10,Debit Card,Fortnightly,30s
1828,34,Male,Football,Sports,213.69,Houston,M,Green,Fall,5,No,Standard,No,No,7,PayPal,Fortnightly,30s
1829,25,Female,Curtains,Accessories,395.61,Los Angeles,XL,Black,Winter,5,Yes,Standard,Yes,No,6,PayPal,Monthly,20s
1830,38,Male,Phone,Clothing,277.55,Los Angeles,M,Blue,Winter,2,Yes,Express,Yes,No,7,Cash,Fortnightly,30s
1831,35,Male,Watch,Electronics,278.04,Miami,M,Blue,Spring,4,Yes,Standard,Yes,No,14,PayPal,Monthly,30s
1832,47,Female,Bag,Clothing,36.14,New York,L,Black,Fall,1,Yes,Express,No,Yes,14,Cash,Fortnightly,40s
1833,35,Female,Shoes,Home Decor,205.31,Los Angeles,M,Green,Summer,2,No,Express,No,Yes,2,UPI,Fortnightly,30s
1834,63,Female,Watch,Home Decor,142.66,New York,S,Green,Winter,5,Yes,Standard,No,No,2,Debit Card,Monthly,60+
1835,64,Male,Shoes,Accessories,499.67,New York,L,Red,Summer,1,Yes,Express,Yes,Yes,7,UPI,Weekly,60+
1836,48,Female,Phone,Electronics,161.09,New York,L,Green,Summer,4,Yes,Express,No,No,8,Debit Card,Weekly,40s
1837,55,Male,Bag,Sports,443.4,New York,XL,White,Summer,5,Yes,Express,Yes,Yes,9,Credit Card,Fortnightly,50s
1838,49,Male,Laptop,Electronics,341.35,Houston,M,Black,Spring,4,No,Standard,Yes,No,3,UPI,Weekly,40s
1839,28,Male,Shoes,Clothing,177.05,Houston,S,Blue,Summer,2,Yes,Standard,No,Yes,7,Credit Card,Weekly,20s
1840,62,Female,Watch,Home Decor,276.33,Miami,S,Green,Spring,4,Yes,Express,Yes,No,0,Debit Card,Fortnightly,60+
1841,42,Female,T-Shirt,Clothing,421.86,Houston,M,Blue,Spring,5,No,Express,No,Yes,1,Cash,Weekly,40s
1842,50,Female,Bag,Accessories,442.85,Los Angeles,M,Red,Fall,2,No,Express,Yes,Yes,12,UPI,Monthly,50s
1843,55,Male,Curtains,Home Decor,88.59,Houston,XL,Black,Winter,5,Yes,Standard,Yes,No,9,UPI,Monthly,50s
1844,58,Male,Curtains,Sports,176.39,Los Angeles,S,Green,Summer,5,No,Express,Yes,No,9,Cash,Weekly,50s
1845,25,Female,Phone,Home Decor,174.26,Los Angeles,L,Blue,Fall,1,Yes,Standard,Yes,No,9,Cash,Monthly,20s
1846,28,Male,Shoes,Electronics,30.6,New York,XL,Green,Fall,3,Yes,Express,Yes,No,8,PayPal,Monthly,20s
1847,39,Male,Laptop,Electronics,303.14,Miami,XL,Red,Fall,4,Yes,Express,No,No,1,PayPal,Weekly,30s
1848,41,Female,Shoes,Home Decor,428.86,New York,L,Blue,Fall,4,Yes,Standard,Yes,Yes,14,Debit Card,Monthly,40s
1849,58,Female,Curtains,Accessories,196.97,New York,XL,Blue,Fall,1,No,Standard,Yes,No,1,UPI,Fortnightly,50s
1850,34,Female,Football,Electronics,372.62,Houston,M,Black,Summer,4,No,Standard,No,No,7,Cash,Fortnightly,30s
1851,29,Male,T-Shirt,Electronics,317.57,Houston,L,Black,Fall,1,No,Express,No,Yes,4,Cash,Fortnightly,20s
1852,63,Male,Bag,Sports,194.07,Los Angeles,L,Blue,Winter,4,No,Express,Yes,Yes,4,Credit Card,Weekly,60+
1853,49,Male,Phone,Home Decor,79.12,Houston,S,Black,Spring,4,Yes,Standard,No,Yes,10,PayPal,Monthly,40s
1854,32,Male,Football,Electronics,357.57,Houston,L,Blue,Spring,5,No,Standard,Yes,No,5,Credit Card,Weekly,30s
1855,33,Male,Watch,Accessories,428.74,Chicago,XL,White,Winter,1,No,Express,No,No,7,Cash,Weekly,30s
1856,39,Female,Laptop,Clothing,346.07,Los Angeles,S,Green,Summer,4,Yes,Express,No,Yes,7,UPI,Monthly,30s
1857,45,Male,Football,Home Decor,18.76,Los Angeles,XL,White,Spring,3,Yes,Standard,Yes,Yes,8,UPI,Monthly,40s
1858,37,Male,Watch,Sports,115.95,Chicago,M,White,Winter,1,No,Express,No,No,9,Credit Card,Monthly,30s
1859,50,Male,Football,Electronics,44.05,Los Angeles,M,Green,Winter,1,Yes,Standard,Yes,Yes,10,PayPal,Weekly,50s
1860,27,Female,Laptop,Accessories,289.49,Miami,S,Blue,Fall,1,Yes,Express,Yes,No,2,Debit Card,Weekly,20s
1861,57,Female,Bag,Home Decor,380.67,Miami,S,Blue,Spring,5,Yes,Standard,Yes,Yes,8,UPI,Fortnightly,50s
1862,49,Female,Football,Accessories,64.18,Chicago,XL,Black,Fall,1,No,Express,No,Yes,13,Debit Card,Weekly,40s
1863,50,Male,Phone,Accessories,420.79,Houston,M,Red,Summer,5,No,Express,Yes,No,10,PayPal,Monthly,50s
1864,19,Female,Curtains,Sports,282.2,Miami,S,Blue,Spring,3,No,Express,No,Yes,2,Credit Card,Weekly,below 20
1865,50,Female,Shoes,Home Decor,348.08,Chicago,M,Green,Spring,2,Yes,Standard,Yes,Yes,0,PayPal,Fortnightly,50s
1866,50,Female,Football,Electronics,485.99,Miami,M,Red,Winter,5,No,Standard,No,No,11,Cash,Monthly,50s
1867,58,Male,Phone,Sports,51,New York,M,Green,Spring,4,Yes,Standard,No,No,10,PayPal,Fortnightly,50s
1868,30,Female,Shoes,Electronics,451.6,Chicago,XL,Green,Summer,1,No,Express,No,Yes,4,Credit Card,Weekly,30s
1869,47,Male,Bag,Clothing,71.79,Los Angeles,XL,Green,Summer,2,Yes,Express,No,No,6,Credit Card,Weekly,40s
1870,50,Male,Watch,Accessories,202.55,Miami,M,Red,Spring,5,Yes,Standard,Yes,No,2,PayPal,Fortnightly,50s
1871,30,Female,Shoes,Clothing,427.2,Los Angeles,M,White,Winter,4,No,Express,Yes,No,8,Credit Card,Fortnightly,30s
1872,43,Male,Watch,Accessories,454.06,Chicago,M,Green,Summer,2,No,Standard,Yes,Yes,0,Cash,Monthly,40s
1873,39,Female,Football,Sports,258.12,Miami,L,Black,Fall,3,No,Express,Yes,Yes,5,Debit Card,Monthly,30s
1874,56,Male,Phone,Electronics,301.11,Los Angeles,L,Blue,Summer,5,No,Express,No,Yes,14,PayPal,Fortnightly,50s
1875,19,Female,Curtains,Electronics,356.99,Houston,XL,Blue,Spring,5,Yes,Express,Yes,Yes,11,Credit Card,Monthly,below 20
1876,55,Female,Football,Sports,418.05,Houston,M,Blue,Fall,3,No,Standard,No,Yes,11,Debit Card,Fortnightly,50s
1877,56,Female,Watch,Home Decor,69.54,New York,L,Red,Spring,5,Yes,Standard,No,Yes,5,Cash,Fortnightly,50s
1878,43,Male,Laptop,Clothing,406.93,Chicago,S,Black,Spring,1,Yes,Standard,Yes,Yes,13,PayPal,Weekly,40s
1879,63,Female,Shoes,Clothing,245.83,Los Angeles,S,Black,Spring,5,No,Express,Yes,No,12,Credit Card,Fortnightly,60+
1880,32,Male,Football,Electronics,230.81,New York,M,Black,Winter,1,Yes,Express,Yes,No,7,Debit Card,Monthly,30s
1881,51,Female,Watch,Electronics,217.71,Chicago,L,Black,Winter,5,No,Express,Yes,Yes,14,Cash,Fortnightly,50s
1882,59,Male,Bag,Electronics,259.51,Houston,S,Black,Summer,4,No,Express,Yes,Yes,12,UPI,Weekly,50s
1883,61,Male,Shoes,Sports,473.07,Los Angeles,XL,White,Spring,4,No,Standard,No,No,2,Credit Card,Monthly,60+
1884,57,Female,Bag,Home Decor,278.62,Miami,S,Black,Fall,2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,50s
1885,28,Female,Watch,Clothing,477.06,Houston,XL,Black,Fall,4,No,Express,Yes,Yes,4,Debit Card,Weekly,20s
1886,20,Female,Phone,Accessories,98.34,Miami,S,Red,Fall,3,No,Standard,Yes,Yes,10,PayPal,Monthly,20s
1887,23,Female,T-Shirt,Sports,364.83,Miami,S,Red,Winter,2,Yes,Express,No,No,9,Debit Card,Weekly,20s
1888,26,Female,Bag,Clothing,408,Los Angeles,L,Black,Winter,4,No,Express,Yes,No,10,PayPal,Weekly,20s
1889,23,Male,Football,Home Decor,342.77,Los Angeles,S,White,Spring,1,No,Standard,No,No,14,Cash,Monthly,20s
1890,26,Female,Curtains,Sports,307.39,Miami,S,Black,Fall,5,Yes,Standard,No,Yes,4,Cash,Weekly,20s
1891,56,Female,Football,Clothing,286.76,New York,XL,Black,Fall,4,No,Standard,No,No,7,Debit Card,Weekly,50s
1892,48,Male,Shoes,Sports,431.86,Miami,XL,Black,Winter,1,Yes,Express,Yes,No,6,Debit Card,Weekly,40s
1893,49,Female,Phone,Clothing,412.61,Miami,S,Green,Winter,2,Yes,Express,No,Yes,2,PayPal,Monthly,40s
1894,58,Female,Watch,Clothing,69.92,Los Angeles,M,White,Fall,5,Yes,Express,No,Yes,14,Credit Card,Weekly,50s
1895,29,Male,Laptop,Home Decor,425.81,Chicago,S,Blue,Fall,4,Yes,Standard,No,Yes,6,Debit Card,Fortnightly,20s
1896,25,Female,Curtains,Accessories,212.89,Houston,S,Black,Summer,2,Yes,Standard,Yes,Yes,9,Credit Card,Weekly,20s
1897,25,Female,Phone,Home Decor,134.31,Los Angeles,L,Blue,Winter,4,Yes,Standard,No,No,7,Credit Card,Fortnightly,20s
1898,45,Female,Bag,Clothing,436.19,New York,S,White,Spring,2,Yes,Standard,Yes,No,4,Credit Card,Weekly,40s
1899,37,Male,Bag,Sports,221.69,Houston,S,Black,Spring,4,Yes,Standard,No,Yes,10,Cash,Fortnightly,30s
1900,64,Female,Football,Home Decor,406.1,Los Angeles,XL,Blue,Fall,1,Yes,Standard,No,Yes,4,Cash,Monthly,60+
1901,24,Male,Laptop,Accessories,139.07,Los Angeles,XL,Blue,Winter,3,No,Standard,Yes,Yes,13,Credit Card,Weekly,20s
1902,28,Female,Phone,Clothing,11.93,Chicago,XL,White,Spring,1,No,Express,No,Yes,13,Credit Card,Fortnightly,20s
1903,37,Male,T-Shirt,Home Decor,252.78,New York,XL,Black,Winter,5,No,Standard,No,Yes,10,Cash,Monthly,30s
1904,33,Female,Curtains,Home Decor,59.11,New York,S,Green,Fall,4,Yes,Standard,No,No,0,PayPal,Weekly,30s
1905,21,Male,Shoes,Home Decor,379.64,Los Angeles,M,White,Fall,3,Yes,Express,Yes,Yes,12,UPI,Weekly,20s
1906,23,Male,Phone,Home Decor,145.28,Chicago,L,Green,Fall,3,Yes,Express,Yes,No,7,Debit Card,Weekly,20s
1907,39,Male,Phone,Sports,227.39,Los Angeles,L,Black,Winter,5,No,Standard,Yes,Yes,12,Credit Card,Monthly,30s
1908,43,Male,T-Shirt,Accessories,52.65,Miami,M,Blue,Spring,5,No,Express,No,No,5,Cash,Monthly,40s
1909,20,Male,Football,Accessories,150.46,Miami,M,White,Summer,3,No,Standard,No,Yes,5,Credit Card,Fortnightly,20s
1910,58,Male,Watch,Clothing,392.93,Chicago,L,White,Spring,5,Yes,Standard,No,Yes,14,Credit Card,Weekly,50s
1911,59,Female,Watch,Electronics,84.28,Los Angeles,S,White,Winter,5,Yes,Standard,Yes,No,4,Credit Card,Fortnightly,50s
1912,31,Female,Curtains,Sports,327.11,Chicago,L,Red,Spring,4,No,Express,Yes,No,4,Credit Card,Fortnightly,30s
1913,28,Male,Curtains,Clothing,459.54,Los Angeles,M,Black,Summer,1,No,Express,Yes,No,13,PayPal,Fortnightly,20s
1914,35,Male,Shoes,Clothing,343.12,Los Angeles,S,Red,Spring,2,Yes,Standard,No,No,2,Debit Card,Fortnightly,30s
1915,29,Male,Phone,Home Decor,407.4,Miami,L,White,Summer,3,No,Express,Yes,No,11,Debit Card,Fortnightly,20s
1916,40,Male,Laptop,Electronics,63.4,Houston,S,White,Winter,2,No,Standard,Yes,No,14,Cash,Weekly,40s
1917,29,Female,Phone,Electronics,132.86,New York,S,Green,Fall,3,Yes,Standard,No,No,2,PayPal,Monthly,20s
1918,30,Male,Watch,Sports,448.32,New York,M,Red,Summer,3,No,Express,Yes,No,1,PayPal,Fortnightly,30s
1919,42,Female,Shoes,Electronics,360.4,Chicago,XL,Blue,Winter,1,Yes,Express,No,Yes,8,Debit Card,Monthly,40s
1920,62,Female,Phone,Clothing,323.38,New York,L,Black,Fall,3,Yes,Express,No,Yes,7,Cash,Fortnightly,60+
1921,36,Male,T-Shirt,Electronics,335.25,Miami,M,Blue,Summer,3,Yes,Standard,Yes,Yes,10,PayPal,Weekly,30s
1922,63,Male,Watch,Electronics,212.96,Houston,L,Blue,Fall,1,No,Express,Yes,No,2,Cash,Fortnightly,60+
1923,53,Female,Phone,Accessories,31.83,Los Angeles,XL,Black,Spring,5,Yes,Express,No,No,4,Debit Card,Fortnightly,50s
1924,62,Female,Phone,Clothing,394.38,Los Angeles,XL,White,Winter,2,Yes,Express,Yes,Yes,14,Credit Card,Fortnightly,60+
1925,25,Male,Watch,Electronics,342.57,Miami,XL,Green,Winter,3,Yes,Standard,No,No,9,PayPal,Weekly,20s
1926,46,Male,Laptop,Electronics,241.67,New York,XL,White,Winter,1,No,Standard,Yes,Yes,14,Cash,Fortnightly,40s
1927,49,Male,Watch,Home Decor,450.88,Los Angeles,L,White,Winter,3,No,Standard,Yes,No,4,Credit Card,Weekly,40s
1928,61,Female,T-Shirt,Electronics,174.72,New York,S,Red,Summer,1,No,Standard,No,No,7,Debit Card,Monthly,60+
1929,35,Female,T-Shirt,Electronics,154.22,Miami,S,Blue,Spring,2,Yes,Standard,No,No,5,UPI,Monthly,30s
1930,23,Male,Phone,Accessories,437.67,Los Angeles,XL,Blue,Fall,4,No,Express,Yes,No,6,PayPal,Monthly,20s
1931,35,Female,Curtains,Clothing,400.52,Chicago,XL,Blue,Winter,5,No,Express,Yes,Yes,4,PayPal,Weekly,30s
1932,36,Female,Laptop,Sports,262.34,Houston,S,Green,Winter,4,No,Standard,No,Yes,11,Cash,Fortnightly,30s
1933,39,Male,Phone,Clothing,74.06,New York,M,Green,Summer,1,No,Express,Yes,Yes,0,Debit Card,Monthly,30s
1934,54,Male,Watch,Home Decor,115.39,New York,XL,Green,Summer,3,Yes,Standard,Yes,No,7,Debit Card,Monthly,50s
1935,49,Female,Phone,Clothing,331.55,New York,S,Black,Summer,5,Yes,Standard,Yes,Yes,3,PayPal,Fortnightly,40s
1936,58,Female,Shoes,Electronics,198.67,New York,M,Green,Spring,2,Yes,Standard,No,Yes,4,PayPal,Monthly,50s
1937,20,Male,Shoes,Home Decor,419.87,Miami,S,Red,Fall,5,Yes,Standard,Yes,Yes,0,Cash,Monthly,20s
1938,45,Male,Curtains,Clothing,475.48,Miami,M,Red,Spring,3,Yes,Standard,Yes,Yes,2,Cash,Fortnightly,40s
1939,27,Male,Laptop,Home Decor,404.76,Miami,L,White,Winter,4,Yes,Standard,Yes,Yes,14,UPI,Weekly,20s
1940,52,Male,Football,Sports,195,Miami,M,White,Summer,1,No,Express,No,Yes,1,Credit Card,Weekly,50s
1941,46,Male,Bag,Clothing,396.46,Los Angeles,XL,White,Winter,4,No,Express,No,No,11,Cash,Monthly,40s
1942,32,Female,Shoes,Electronics,182.21,Miami,M,White,Fall,5,No,Express,Yes,No,1,Credit Card,Monthly,30s
1943,50,Female,Football,Home Decor,91.88,Los Angeles,M,Red,Fall,3,No,Express,No,No,12,PayPal,Weekly,50s
1944,24,Female,T-Shirt,Accessories,26.36,Chicago,XL,White,Spring,1,Yes,Express,No,No,0,UPI,Monthly,20s
1945,29,Female,Shoes,Home Decor,199,Miami,L,Red,Spring,3,Yes,Express,Yes,Yes,5,UPI,Weekly,20s
1946,47,Male,Shoes,Accessories,452.74,Chicago,M,Green,Summer,3,No,Standard,Yes,Yes,14,UPI,Monthly,40s
1947,38,Male,Laptop,Electronics,127.1,Miami,L,Green,Summer,5,No,Standard,No,No,14,Debit Card,Monthly,30s
1948,48,Male,Curtains,Sports,111.19,Chicago,S,Black,Winter,4,Yes,Standard,Yes,Yes,7,PayPal,Weekly,40s
1949,41,Female,Football,Accessories,485.21,Houston,S,White,Summer,3,No,Standard,Yes,Yes,2,Debit Card,Fortnightly,40s
1950,37,Female,Watch,Sports,22.25,Chicago,XL,Green,Summer,3,No,Express,Yes,Yes,0,Debit Card,Monthly,30s
1951,54,Female,Shoes,Home Decor,395.03,Los Angeles,L,Green,Winter,3,No,Standard,Yes,No,13,UPI,Monthly,50s
1952,21,Male,Shoes,Electronics,167.47,New York,XL,Blue,Fall,1,Yes,Express,No,Yes,9,Debit Card,Fortnightly,20s
1953,45,Female,Laptop,Accessories,28.37,Chicago,XL,Blue,Summer,3,Yes,Express,No,No,1,PayPal,Monthly,40s
1954,61,Male,Laptop,Home Decor,459.72,New York,M,Red,Summer,3,Yes,Express,Yes,No,2,PayPal,Fortnightly,60+
1955,37,Male,Curtains,Clothing,78.42,Houston,S,Black,Winter,5,No,Express,Yes,Yes,5,Debit Card,Fortnightly,30s
